,Unnamed: 0,Page,2NE1_zh.wikipedia.org_all-access_spider,2PM_zh.wikipedia.org_all-access_spider,3C_zh.wikipedia.org_all-access_spider,4minute_zh.wikipedia.org_all-access_spider,52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,5566_zh.wikipedia.org_all-access_spider,91Days_zh.wikipedia.org_all-access_spider,A'N'D_zh.wikipedia.org_all-access_spider,AKB48_zh.wikipedia.org_all-access_spider,ASCII_zh.wikipedia.org_all-access_spider,ASTRO_zh.wikipedia.org_all-access_spider,Ahq_e-Sports_Club_zh.wikipedia.org_all-access_spider,All_your_base_are_belong_to_us_zh.wikipedia.org_all-access_spider,AlphaGo_zh.wikipedia.org_all-access_spider,Android_zh.wikipedia.org_all-access_spider,Angelababy_zh.wikipedia.org_all-access_spider,Apink_zh.wikipedia.org_all-access_spider,Apple_II_zh.wikipedia.org_all-access_spider,As_One_zh.wikipedia.org_all-access_spider,B-PROJECT_zh.wikipedia.org_all-access_spider,B1A4_zh.wikipedia.org_all-access_spider,BDSM_zh.wikipedia.org_all-access_spider,BEAST_zh.wikipedia.org_all-access_spider,BIGBANG_zh.wikipedia.org_all-access_spider,BLACK_PINK_zh.wikipedia.org_all-access_spider,BLEACH_zh.wikipedia.org_all-access_spider,BTOB_zh.wikipedia.org_all-access_spider,Beautiful_Mind_zh.wikipedia.org_all-access_spider,Beyond_zh.wikipedia.org_all-access_spider,Big_zh.wikipedia.org_all-access_spider,Block_B_zh.wikipedia.org_all-access_spider,CHAOS;CHILD_zh.wikipedia.org_all-access_spider,CHAOS;HEAD_zh.wikipedia.org_all-access_spider,CLC_zh.wikipedia.org_all-access_spider,CNBLUE_zh.wikipedia.org_all-access_spider,DIA_zh.wikipedia.org_all-access_spider,Daigo_zh.wikipedia.org_all-access_spider,Dear_My_Friends_zh.wikipedia.org_all-access_spider,Doctors_zh.wikipedia.org_all-access_spider,EGOIST_zh.wikipedia.org_all-access_spider,EXID_zh.wikipedia.org_all-access_spider,EXO_zh.wikipedia.org_all-access_spider,Energy_zh.wikipedia.org_all-access_spider,Eric_Nam_zh.wikipedia.org_all-access_spider,FAIRY_TAIL_zh.wikipedia.org_all-access_spider,FIESTAR_zh.wikipedia.org_all-access_spider,FIRST_CLASS_zh.wikipedia.org_all-access_spider,Facebook_zh.wikipedia.org_all-access_spider
466,466,2016-10-09,14.0,49.0,6.0,9.0,4.0,97.0,7.0,85.0,42.0,19.0,22.0,8.0,2.0,20.0,33.0,60.0,79.0,13.0,11.0,9.0,18.0,21.0,21.0,22.0,19.0,11.0,38.0,18.0,25.0,6.0,25.0,1.0,10.0,35.0,44.0,64.0,6.0,13.0,40.0,3.0,20.0,145.0,7.0,11.0,19.0,8.0,10.0,46.0
467,467,2016-10-10,23.0,25.0,3.0,44.0,7.0,35.0,10.0,56.0,40.0,25.0,25.0,11.0,2.0,11.0,50.0,18.0,176.0,15.0,10.0,17.0,17.0,16.0,16.0,32.0,31.0,16.0,83.0,22.0,36.0,8.0,44.0,9.0,13.0,28.0,22.0,15.0,7.0,14.0,110.0,10.0,35.0,92.0,11.0,13.0,76.0,9.0,10.0,42.0
468,468,2016-10-11,12.0,72.0,7.0,7.0,6.0,40.0,18.0,58.0,29.0,20.0,7.0,11.0,3.0,9.0,45.0,456.0,21.0,8.0,11.0,23.0,34.0,33.0,13.0,22.0,24.0,9.0,45.0,11.0,19.0,7.0,8.0,2.0,13.0,18.0,16.0,9.0,6.0,13.0,48.0,6.0,19.0,32.0,13.0,13.0,69.0,5.0,7.0,39.0
469,469,2016-10-12,8.0,144.0,6.0,18.0,9.0,97.0,12.0,21.0,29.0,32.0,4.0,10.0,7.0,9.0,18.0,97.0,22.0,4.0,9.0,14.0,12.0,18.0,40.0,14.0,26.0,18.0,18.0,10.0,23.0,5.0,12.0,7.0,4.0,13.0,14.0,24.0,5.0,16.0,42.0,4.0,15.0,38.0,9.0,16.0,34.0,6.0,9.0,35.0
470,470,2016-10-13,50.0,36.0,0.0,4.0,3.0,49.0,12.0,104.0,45.0,31.0,10.0,18.0,2.0,11.0,30.0,51.0,45.0,9.0,20.0,21.0,23.0,16.0,8.0,31.0,47.0,9.0,36.0,19.0,24.0,10.0,17.0,3.0,3.0,22.0,106.0,30.0,8.0,18.0,40.0,2.0,25.0,38.0,9.0,19.0,15.0,9.0,12.0,53.0
471,471,2016-10-14,13.0,97.0,2.0,36.0,21.0,24.0,11.0,54.0,24.0,30.0,12.0,12.0,2.0,8.0,31.0,15.0,31.0,5.0,17.0,18.0,33.0,15.0,20.0,22.0,33.0,11.0,36.0,29.0,15.0,15.0,15.0,1.0,6.0,25.0,28.0,17.0,6.0,14.0,58.0,6.0,20.0,95.0,7.0,23.0,18.0,15.0,12.0,33.0
472,472,2016-10-15,10.0,179.0,4.0,34.0,6.0,29.0,21.0,78.0,24.0,20.0,32.0,13.0,2.0,8.0,25.0,18.0,25.0,10.0,7.0,39.0,32.0,16.0,11.0,36.0,70.0,11.0,105.0,19.0,21.0,3.0,16.0,6.0,11.0,26.0,18.0,51.0,3.0,18.0,167.0,4.0,43.0,92.0,9.0,15.0,32.0,6.0,19.0,33.0
473,473,2016-10-16,16.0,29.0,4.0,10.0,13.0,42.0,40.0,113.0,29.0,22.0,16.0,10.0,4.0,23.0,46.0,26.0,50.0,9.0,29.0,20.0,30.0,15.0,14.0,27.0,80.0,11.0,58.0,22.0,22.0,7.0,18.0,4.0,10.0,22.0,67.0,40.0,2.0,20.0,90.0,5.0,50.0,73.0,11.0,15.0,19.0,11.0,15.0,47.0
474,474,2016-10-17,14.0,12.0,3.0,8.0,10.0,30.0,13.0,41.0,49.0,40.0,30.0,17.0,1.0,13.0,37.0,20.0,20.0,9.0,10.0,14.0,33.0,25.0,14.0,30.0,56.0,16.0,51.0,20.0,34.0,11.0,25.0,2.0,11.0,10.0,25.0,16.0,3.0,13.0,57.0,8.0,88.0,54.0,12.0,15.0,23.0,38.0,17.0,47.0
475,475,2016-10-18,10.0,21.0,6.0,21.0,2.0,30.0,14.0,48.0,23.0,27.0,9.0,9.0,4.0,23.0,49.0,20.0,37.0,8.0,9.0,13.0,12.0,18.0,12.0,14.0,39.0,12.0,84.0,9.0,21.0,7.0,13.0,9.0,6.0,51.0,27.0,16.0,5.0,17.0,42.0,8.0,32.0,42.0,7.0,13.0,31.0,17.0,22.0,31.0
476,476,2016-10-19,24.0,42.0,4.0,7.0,3.0,38.0,11.0,31.0,32.0,20.0,4.0,10.0,4.0,8.0,29.0,16.0,13.0,4.0,4.0,7.0,19.0,14.0,39.0,23.0,18.0,14.0,43.0,11.0,27.0,8.0,18.0,2.0,6.0,12.0,13.0,11.0,7.0,18.0,24.0,9.0,37.0,40.0,8.0,9.0,12.0,13.0,12.0,59.0
477,477,2016-10-20,10.0,53.0,3.0,6.0,6.0,25.0,8.0,21.0,17.0,23.0,8.0,3.0,7.0,7.0,29.0,25.0,11.0,11.0,9.0,9.0,17.0,8.0,14.0,16.0,165.0,19.0,42.0,5.0,21.0,6.0,38.0,2.0,3.0,9.0,25.0,11.0,4.0,14.0,42.0,4.0,17.0,32.0,9.0,7.0,23.0,7.0,6.0,39.0
478,478,2016-10-21,20.0,41.0,4.0,12.0,7.0,18.0,12.0,56.0,26.0,28.0,3.0,4.0,2.0,9.0,24.0,17.0,39.0,13.0,3.0,7.0,65.0,16.0,15.0,24.0,70.0,14.0,23.0,6.0,21.0,15.0,57.0,2.0,7.0,44.0,22.0,38.0,4.0,24.0,43.0,4.0,18.0,116.0,12.0,11.0,16.0,52.0,11.0,41.0
479,479,2016-10-22,10.0,19.0,1.0,15.0,10.0,27.0,13.0,52.0,30.0,22.0,19.0,8.0,5.0,11.0,29.0,9.0,21.0,8.0,8.0,10.0,15.0,18.0,13.0,21.0,30.0,6.0,28.0,12.0,16.0,6.0,19.0,8.0,5.0,8.0,18.0,14.0,4.0,6.0,54.0,4.0,33.0,80.0,8.0,7.0,22.0,11.0,9.0,56.0
480,480,2016-10-23,26.0,25.0,6.0,9.0,6.0,27.0,8.0,89.0,19.0,25.0,2.0,4.0,3.0,15.0,22.0,390.0,47.0,11.0,8.0,16.0,22.0,24.0,17.0,19.0,31.0,21.0,14.0,9.0,30.0,7.0,43.0,14.0,6.0,7.0,22.0,9.0,1.0,3.0,30.0,4.0,21.0,151.0,4.0,3.0,19.0,9.0,15.0,30.0
481,481,2016-10-24,25.0,19.0,5.0,13.0,6.0,32.0,47.0,83.0,35.0,28.0,6.0,5.0,4.0,8.0,168.0,16.0,19.0,4.0,9.0,10.0,22.0,18.0,9.0,36.0,18.0,11.0,20.0,7.0,31.0,4.0,27.0,1.0,2.0,21.0,10.0,11.0,8.0,10.0,26.0,1.0,31.0,55.0,11.0,6.0,11.0,6.0,6.0,43.0
482,482,2016-10-25,16.0,15.0,5.0,21.0,4.0,27.0,32.0,44.0,44.0,13.0,25.0,41.0,4.0,6.0,64.0,14.0,12.0,2.0,11.0,9.0,24.0,32.0,17.0,25.0,111.0,18.0,15.0,9.0,21.0,6.0,26.0,0.0,4.0,18.0,8.0,11.0,6.0,16.0,38.0,7.0,19.0,42.0,8.0,8.0,26.0,8.0,5.0,34.0
483,483,2016-10-26,19.0,21.0,2.0,13.0,173.0,25.0,96.0,80.0,30.0,26.0,9.0,39.0,1.0,9.0,37.0,22.0,14.0,12.0,17.0,11.0,17.0,23.0,15.0,24.0,67.0,10.0,16.0,15.0,27.0,7.0,53.0,3.0,11.0,30.0,17.0,15.0,7.0,7.0,57.0,7.0,21.0,233.0,7.0,11.0,23.0,11.0,3.0,40.0
484,484,2016-10-27,20.0,21.0,3.0,10.0,5.0,15.0,9.0,53.0,40.0,17.0,27.0,4.0,5.0,8.0,29.0,10.0,28.0,4.0,5.0,10.0,21.0,15.0,10.0,17.0,81.0,26.0,54.0,7.0,18.0,10.0,28.0,1.0,8.0,17.0,5.0,20.0,11.0,2.0,14.0,6.0,28.0,50.0,7.0,5.0,9.0,7.0,5.0,41.0
485,485,2016-10-28,12.0,27.0,3.0,21.0,10.0,15.0,14.0,38.0,23.0,18.0,13.0,16.0,3.0,11.0,64.0,20.0,17.0,4.0,6.0,9.0,28.0,15.0,13.0,22.0,48.0,8.0,117.0,16.0,21.0,7.0,17.0,5.0,7.0,41.0,110.0,20.0,5.0,9.0,35.0,10.0,17.0,155.0,5.0,27.0,23.0,5.0,6.0,45.0
486,486,2016-10-29,19.0,33.0,2.0,15.0,10.0,19.0,17.0,102.0,26.0,22.0,21.0,9.0,6.0,7.0,50.0,30.0,51.0,8.0,9.0,11.0,13.0,16.0,18.0,27.0,140.0,79.0,46.0,13.0,66.0,10.0,14.0,5.0,8.0,24.0,17.0,20.0,2.0,3.0,45.0,1.0,33.0,133.0,4.0,13.0,39.0,19.0,12.0,40.0
487,487,2016-10-30,50.0,15.0,2.0,103.0,18.0,102.0,42.0,54.0,43.0,21.0,56.0,18.0,3.0,18.0,66.0,18.0,40.0,7.0,19.0,17.0,82.0,10.0,16.0,42.0,80.0,18.0,35.0,12.0,24.0,6.0,27.0,3.0,8.0,23.0,24.0,17.0,4.0,14.0,53.0,16.0,27.0,69.0,12.0,25.0,24.0,15.0,7.0,41.0
488,488,2016-10-31,16.0,24.0,6.0,22.0,20.0,23.0,17.0,41.0,42.0,27.0,131.0,11.0,3.0,21.0,37.0,25.0,20.0,8.0,13.0,9.0,59.0,18.0,14.0,26.0,117.0,21.0,34.0,12.0,23.0,18.0,25.0,6.0,7.0,19.0,22.0,16.0,4.0,13.0,33.0,8.0,22.0,68.0,19.0,7.0,32.0,12.0,11.0,30.0
489,489,2016-11-01,30.0,13.0,1.0,15.0,11.0,26.0,7.0,77.0,19.0,23.0,44.0,38.0,5.0,5.0,39.0,19.0,21.0,6.0,6.0,13.0,33.0,17.0,10.0,17.0,275.0,8.0,103.0,7.0,25.0,10.0,13.0,33.0,1.0,16.0,29.0,25.0,9.0,11.0,30.0,7.0,14.0,43.0,6.0,8.0,86.0,9.0,8.0,45.0
490,490,2016-11-02,18.0,11.0,3.0,12.0,5.0,21.0,20.0,73.0,29.0,31.0,91.0,8.0,5.0,11.0,45.0,55.0,25.0,6.0,26.0,8.0,60.0,19.0,9.0,26.0,43.0,15.0,18.0,8.0,23.0,8.0,19.0,3.0,14.0,14.0,13.0,11.0,16.0,3.0,28.0,8.0,25.0,45.0,9.0,25.0,27.0,10.0,4.0,52.0
491,491,2016-11-03,25.0,14.0,3.0,11.0,6.0,25.0,12.0,21.0,24.0,20.0,94.0,11.0,5.0,12.0,35.0,21.0,12.0,9.0,11.0,7.0,17.0,13.0,13.0,28.0,141.0,18.0,86.0,8.0,31.0,10.0,19.0,2.0,11.0,22.0,13.0,22.0,4.0,8.0,15.0,13.0,45.0,42.0,4.0,9.0,23.0,14.0,8.0,37.0
492,492,2016-11-04,14.0,26.0,3.0,15.0,33.0,53.0,10.0,77.0,72.0,21.0,8.0,12.0,3.0,10.0,35.0,16.0,82.0,6.0,17.0,12.0,48.0,12.0,11.0,25.0,118.0,15.0,24.0,10.0,26.0,6.0,33.0,3.0,7.0,49.0,18.0,29.0,5.0,12.0,89.0,12.0,57.0,48.0,11.0,8.0,19.0,14.0,5.0,35.0
493,493,2016-11-05,20.0,11.0,2.0,7.0,13.0,13.0,5.0,107.0,35.0,21.0,4.0,10.0,2.0,8.0,21.0,13.0,12.0,12.0,15.0,8.0,10.0,17.0,4.0,27.0,305.0,13.0,15.0,22.0,17.0,3.0,9.0,2.0,9.0,18.0,97.0,13.0,3.0,3.0,15.0,7.0,12.0,40.0,6.0,20.0,50.0,37.0,9.0,31.0
494,494,2016-11-06,8.0,21.0,10.0,12.0,10.0,22.0,87.0,185.0,27.0,33.0,45.0,27.0,9.0,12.0,12.0,12.0,79.0,17.0,10.0,7.0,29.0,29.0,9.0,18.0,128.0,10.0,75.0,8.0,26.0,7.0,12.0,4.0,8.0,29.0,312.0,9.0,5.0,8.0,64.0,13.0,18.0,30.0,7.0,4.0,46.0,14.0,16.0,33.0
495,495,2016-11-07,67.0,14.0,2.0,13.0,22.0,33.0,26.0,33.0,89.0,39.0,45.0,16.0,4.0,35.0,37.0,35.0,14.0,7.0,18.0,12.0,65.0,15.0,10.0,27.0,110.0,12.0,153.0,8.0,24.0,7.0,21.0,7.0,10.0,76.0,20.0,11.0,5.0,17.0,19.0,5.0,16.0,93.0,127.0,17.0,84.0,8.0,10.0,65.0
496,496,2016-11-08,13.0,14.0,2.0,9.0,11.0,19.0,46.0,150.0,52.0,37.0,25.0,13.0,4.0,18.0,67.0,14.0,15.0,8.0,8.0,6.0,48.0,15.0,30.0,12.0,102.0,10.0,132.0,8.0,23.0,5.0,23.0,7.0,5.0,24.0,18.0,12.0,3.0,8.0,83.0,2.0,32.0,42.0,12.0,3.0,13.0,21.0,6.0,47.0
497,497,2016-11-09,41.0,54.0,2.0,8.0,8.0,18.0,11.0,42.0,30.0,35.0,23.0,10.0,7.0,13.0,24.0,16.0,14.0,17.0,7.0,3.0,63.0,9.0,10.0,16.0,58.0,13.0,39.0,12.0,22.0,9.0,18.0,3.0,5.0,18.0,16.0,8.0,23.0,4.0,18.0,8.0,8.0,25.0,11.0,21.0,183.0,4.0,10.0,28.0
498,498,2016-11-10,10.0,5.0,7.0,21.0,4.0,21.0,9.0,80.0,25.0,22.0,63.0,27.0,4.0,11.0,28.0,12.0,11.0,9.0,5.0,22.0,128.0,14.0,15.0,46.0,200.0,8.0,23.0,6.0,25.0,8.0,22.0,4.0,4.0,9.0,32.0,42.0,4.0,6.0,9.0,4.0,12.0,39.0,12.0,7.0,10.0,5.0,4.0,43.0
499,499,2016-11-11,21.0,10.0,3.0,16.0,10.0,24.0,7.0,70.0,60.0,13.0,24.0,6.0,1.0,22.0,27.0,10.0,44.0,6.0,2.0,6.0,12.0,10.0,11.0,16.0,48.0,11.0,53.0,4.0,13.0,2.0,9.0,2.0,3.0,14.0,9.0,2.0,5.0,18.0,10.0,6.0,25.0,30.0,15.0,7.0,104.0,8.0,7.0,50.0
500,500,2016-11-12,13.0,12.0,6.0,38.0,13.0,22.0,11.0,81.0,25.0,32.0,28.0,12.0,2.0,14.0,25.0,24.0,19.0,2.0,12.0,6.0,16.0,17.0,9.0,17.0,44.0,17.0,22.0,8.0,61.0,10.0,15.0,5.0,7.0,51.0,29.0,127.0,10.0,7.0,20.0,11.0,23.0,41.0,7.0,6.0,15.0,21.0,3.0,40.0
501,501,2016-11-13,8.0,11.0,4.0,13.0,11.0,21.0,7.0,59.0,63.0,20.0,30.0,5.0,2.0,8.0,27.0,18.0,10.0,12.0,10.0,6.0,42.0,22.0,7.0,16.0,198.0,11.0,67.0,10.0,25.0,15.0,9.0,1.0,3.0,22.0,10.0,8.0,5.0,59.0,22.0,4.0,18.0,119.0,11.0,33.0,38.0,12.0,9.0,33.0
502,502,2016-11-14,15.0,14.0,2.0,14.0,8.0,18.0,8.0,19.0,32.0,20.0,4.0,8.0,12.0,11.0,32.0,17.0,20.0,13.0,10.0,7.0,24.0,21.0,11.0,11.0,55.0,11.0,18.0,38.0,41.0,11.0,10.0,0.0,5.0,30.0,37.0,6.0,12.0,5.0,16.0,3.0,14.0,84.0,6.0,4.0,15.0,4.0,5.0,45.0
503,503,2016-11-15,14.0,28.0,4.0,17.0,6.0,30.0,14.0,55.0,44.0,37.0,54.0,16.0,5.0,14.0,19.0,15.0,18.0,1.0,17.0,11.0,14.0,18.0,19.0,33.0,52.0,12.0,34.0,11.0,28.0,5.0,22.0,17.0,11.0,30.0,12.0,15.0,5.0,24.0,24.0,10.0,23.0,33.0,10.0,22.0,13.0,11.0,7.0,43.0
504,504,2016-11-16,12.0,23.0,6.0,26.0,10.0,20.0,9.0,48.0,25.0,19.0,80.0,14.0,9.0,14.0,42.0,18.0,9.0,10.0,18.0,23.0,43.0,18.0,11.0,32.0,196.0,12.0,52.0,23.0,20.0,4.0,38.0,9.0,13.0,26.0,19.0,19.0,6.0,8.0,151.0,15.0,15.0,91.0,6.0,13.0,5.0,12.0,7.0,41.0
505,505,2016-11-17,6.0,20.0,5.0,14.0,14.0,12.0,8.0,44.0,27.0,27.0,18.0,9.0,2.0,20.0,35.0,36.0,26.0,8.0,13.0,22.0,74.0,13.0,13.0,23.0,367.0,13.0,228.0,7.0,22.0,4.0,15.0,26.0,8.0,28.0,15.0,14.0,7.0,18.0,32.0,7.0,24.0,48.0,7.0,10.0,15.0,4.0,8.0,40.0
506,506,2016-11-18,11.0,9.0,4.0,10.0,6.0,17.0,3.0,21.0,23.0,22.0,30.0,10.0,2.0,12.0,22.0,10.0,22.0,6.0,23.0,19.0,39.0,20.0,11.0,25.0,630.0,11.0,25.0,13.0,20.0,11.0,18.0,18.0,7.0,10.0,17.0,15.0,7.0,9.0,29.0,4.0,16.0,38.0,7.0,5.0,25.0,5.0,3.0,29.0
507,507,2016-11-19,10.0,12.0,4.0,9.0,9.0,12.0,7.0,58.0,34.0,11.0,26.0,13.0,3.0,12.0,42.0,12.0,17.0,6.0,12.0,29.0,31.0,17.0,8.0,43.0,136.0,15.0,40.0,13.0,23.0,12.0,12.0,3.0,8.0,9.0,16.0,34.0,7.0,9.0,27.0,5.0,15.0,84.0,9.0,5.0,64.0,12.0,4.0,43.0
508,508,2016-11-20,42.0,11.0,3.0,23.0,6.0,122.0,7.0,141.0,90.0,17.0,30.0,6.0,5.0,9.0,24.0,18.0,19.0,6.0,12.0,20.0,121.0,11.0,7.0,46.0,48.0,11.0,38.0,13.0,24.0,4.0,19.0,36.0,5.0,14.0,13.0,19.0,5.0,5.0,52.0,9.0,16.0,35.0,5.0,7.0,11.0,6.0,3.0,39.0
509,509,2016-11-21,21.0,14.0,3.0,15.0,16.0,31.0,8.0,115.0,82.0,14.0,10.0,21.0,5.0,16.0,46.0,18.0,18.0,8.0,19.0,24.0,52.0,9.0,15.0,14.0,68.0,7.0,36.0,10.0,17.0,6.0,20.0,7.0,7.0,28.0,25.0,15.0,4.0,9.0,29.0,5.0,11.0,35.0,7.0,17.0,17.0,2.0,9.0,38.0
510,510,2016-11-22,24.0,14.0,9.0,7.0,14.0,16.0,10.0,30.0,30.0,37.0,50.0,6.0,2.0,14.0,33.0,10.0,10.0,9.0,31.0,13.0,13.0,11.0,12.0,54.0,100.0,12.0,30.0,10.0,27.0,7.0,16.0,37.0,5.0,16.0,17.0,23.0,0.0,9.0,29.0,2.0,13.0,48.0,6.0,20.0,86.0,5.0,12.0,48.0
511,511,2016-11-23,14.0,15.0,3.0,10.0,13.0,15.0,6.0,74.0,33.0,20.0,24.0,6.0,2.0,4.0,36.0,12.0,8.0,6.0,14.0,2.0,75.0,18.0,8.0,20.0,144.0,11.0,17.0,9.0,31.0,8.0,8.0,6.0,6.0,13.0,14.0,10.0,4.0,5.0,14.0,4.0,17.0,72.0,10.0,21.0,58.0,5.0,6.0,48.0
512,512,2016-11-24,11.0,15.0,5.0,7.0,15.0,16.0,10.0,11.0,28.0,25.0,39.0,5.0,3.0,9.0,23.0,24.0,72.0,1.0,4.0,3.0,14.0,9.0,25.0,15.0,42.0,6.0,15.0,13.0,16.0,9.0,9.0,0.0,7.0,39.0,11.0,9.0,7.0,4.0,20.0,3.0,12.0,33.0,3.0,8.0,13.0,10.0,7.0,39.0
513,513,2016-11-25,204.0,11.0,4.0,10.0,14.0,23.0,9.0,49.0,25.0,28.0,8.0,8.0,2.0,13.0,38.0,10.0,43.0,12.0,11.0,20.0,49.0,22.0,6.0,19.0,75.0,12.0,29.0,14.0,23.0,6.0,14.0,0.0,5.0,36.0,21.0,28.0,7.0,5.0,24.0,3.0,16.0,112.0,7.0,4.0,22.0,9.0,4.0,47.0
514,514,2016-11-26,14.0,20.0,0.0,14.0,16.0,30.0,6.0,28.0,30.0,27.0,17.0,5.0,6.0,8.0,70.0,24.0,13.0,11.0,12.0,19.0,15.0,16.0,8.0,21.0,177.0,14.0,22.0,11.0,18.0,9.0,13.0,6.0,7.0,20.0,14.0,19.0,7.0,9.0,31.0,4.0,14.0,71.0,7.0,3.0,15.0,12.0,4.0,47.0
515,515,2016-11-27,45.0,13.0,1.0,17.0,9.0,12.0,15.0,62.0,40.0,20.0,114.0,61.0,2.0,11.0,45.0,31.0,17.0,7.0,7.0,82.0,49.0,14.0,13.0,19.0,108.0,16.0,43.0,11.0,29.0,10.0,19.0,6.0,7.0,32.0,13.0,11.0,10.0,9.0,41.0,4.0,16.0,56.0,17.0,14.0,22.0,36.0,10.0,29.0
516,516,2016-11-28,33.0,19.0,4.0,11.0,178.0,6.0,7.0,28.0,20.0,50.0,40.0,7.0,4.0,8.0,50.0,20.0,17.0,5.0,6.0,13.0,118.0,18.0,14.0,20.0,260.0,13.0,68.0,12.0,28.0,6.0,12.0,10.0,6.0,60.0,54.0,18.0,5.0,8.0,20.0,4.0,11.0,64.0,8.0,32.0,36.0,4.0,7.0,45.0
517,517,2016-11-29,28.0,621.0,5.0,9.0,64.0,17.0,8.0,30.0,65.0,29.0,6.0,8.0,4.0,27.0,32.0,72.0,14.0,12.0,4.0,11.0,49.0,17.0,19.0,15.0,127.0,7.0,88.0,14.0,21.0,12.0,19.0,6.0,8.0,37.0,32.0,17.0,6.0,8.0,22.0,8.0,19.0,97.0,9.0,20.0,20.0,14.0,11.0,48.0
518,518,2016-11-30,18.0,57.0,8.0,11.0,12.0,17.0,9.0,32.0,45.0,23.0,12.0,9.0,4.0,12.0,34.0,22.0,13.0,8.0,8.0,11.0,30.0,12.0,12.0,11.0,78.0,10.0,70.0,11.0,23.0,33.0,11.0,11.0,4.0,16.0,11.0,9.0,1.0,8.0,23.0,4.0,33.0,44.0,3.0,8.0,14.0,6.0,14.0,48.0
519,519,2016-12-01,14.0,17.0,8.0,5.0,10.0,18.0,6.0,59.0,26.0,34.0,13.0,8.0,4.0,19.0,44.0,16.0,40.0,7.0,11.0,9.0,47.0,17.0,13.0,34.0,40.0,12.0,67.0,6.0,26.0,7.0,9.0,6.0,8.0,12.0,18.0,12.0,9.0,7.0,21.0,8.0,29.0,50.0,4.0,5.0,12.0,9.0,11.0,49.0
520,520,2016-12-02,47.0,23.0,1.0,10.0,11.0,15.0,6.0,17.0,18.0,34.0,9.0,49.0,2.0,9.0,54.0,21.0,43.0,15.0,16.0,4.0,20.0,28.0,15.0,20.0,168.0,11.0,20.0,5.0,29.0,7.0,16.0,7.0,6.0,11.0,247.0,11.0,4.0,2.0,10.0,6.0,23.0,45.0,5.0,16.0,36.0,13.0,5.0,68.0
521,521,2016-12-03,15.0,19.0,1.0,8.0,6.0,19.0,4.0,38.0,74.0,23.0,38.0,12.0,5.0,9.0,30.0,17.0,89.0,11.0,7.0,8.0,22.0,39.0,9.0,16.0,69.0,16.0,15.0,3.0,24.0,6.0,13.0,6.0,10.0,43.0,18.0,38.0,6.0,5.0,14.0,4.0,22.0,46.0,12.0,6.0,70.0,43.0,10.0,57.0
522,522,2016-12-04,14.0,21.0,2.0,17.0,8.0,35.0,18.0,76.0,71.0,19.0,38.0,9.0,12.0,17.0,32.0,15.0,378.0,9.0,16.0,5.0,147.0,21.0,18.0,22.0,143.0,13.0,20.0,16.0,24.0,9.0,10.0,9.0,7.0,18.0,15.0,14.0,4.0,5.0,19.0,8.0,23.0,41.0,25.0,10.0,20.0,5.0,9.0,48.0
523,523,2016-12-05,18.0,47.0,5.0,13.0,7.0,16.0,11.0,97.0,35.0,29.0,9.0,11.0,3.0,10.0,22.0,44.0,46.0,7.0,13.0,4.0,28.0,17.0,17.0,18.0,68.0,12.0,45.0,13.0,29.0,9.0,8.0,1.0,10.0,11.0,16.0,11.0,2.0,9.0,23.0,11.0,8.0,59.0,9.0,10.0,51.0,4.0,8.0,41.0
524,524,2016-12-06,20.0,28.0,3.0,23.0,9.0,25.0,12.0,18.0,33.0,26.0,11.0,9.0,1.0,20.0,33.0,29.0,21.0,9.0,9.0,13.0,83.0,16.0,26.0,49.0,49.0,18.0,17.0,9.0,28.0,10.0,13.0,2.0,13.0,53.0,58.0,14.0,3.0,15.0,27.0,3.0,11.0,48.0,9.0,25.0,24.0,11.0,4.0,47.0
525,525,2016-12-07,14.0,22.0,3.0,40.0,8.0,13.0,8.0,163.0,22.0,24.0,9.0,10.0,4.0,15.0,25.0,50.0,80.0,6.0,15.0,5.0,166.0,22.0,16.0,73.0,108.0,7.0,59.0,8.0,30.0,12.0,9.0,3.0,15.0,14.0,23.0,13.0,3.0,28.0,20.0,27.0,43.0,34.0,6.0,135.0,14.0,5.0,7.0,47.0
526,526,2016-12-08,16.0,22.0,3.0,16.0,5.0,19.0,7.0,39.0,100.0,25.0,26.0,10.0,5.0,16.0,47.0,31.0,42.0,8.0,12.0,7.0,64.0,13.0,21.0,42.0,215.0,21.0,23.0,9.0,20.0,8.0,41.0,8.0,15.0,20.0,20.0,13.0,5.0,12.0,36.0,2.0,71.0,110.0,8.0,22.0,33.0,25.0,18.0,70.0
527,527,2016-12-09,14.0,65.0,7.0,17.0,11.0,15.0,15.0,33.0,119.0,32.0,22.0,15.0,7.0,6.0,35.0,17.0,50.0,13.0,27.0,7.0,137.0,30.0,17.0,27.0,224.0,31.0,24.0,11.0,21.0,17.0,29.0,6.0,14.0,14.0,19.0,15.0,6.0,13.0,19.0,5.0,49.0,73.0,10.0,18.0,29.0,8.0,16.0,52.0
528,528,2016-12-10,20.0,27.0,3.0,41.0,8.0,25.0,13.0,23.0,26.0,26.0,34.0,39.0,3.0,17.0,33.0,18.0,43.0,8.0,11.0,8.0,28.0,16.0,15.0,61.0,136.0,113.0,15.0,10.0,24.0,35.0,29.0,5.0,18.0,11.0,19.0,17.0,3.0,7.0,29.0,10.0,28.0,41.0,11.0,22.0,39.0,15.0,11.0,42.0
